calDate,connectionStream,adCost,campaignId,clicksCounter,impressionsCounter
2022-06-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-1427426740988586418,0,0
2022-06-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-1427426740988586418,0,0
2022-06-02 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.81,-8667461997223036437,6,851
2022-06-05 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.09,-8667461997223036437,6,859
2022-06-01 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.05,-8667461997223036437,9,895
2022-06-03 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.0,-8667461997223036437,13,881
2022-06-04 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.85,-8667461997223036437,14,943
2022-06-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.04,-8667461997223036437,3,706
2022-06-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.97,-8667461997223036437,11,885
2022-06-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.07,-8667461997223036437,6,648
2022-06-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.84,-8667461997223036437,8,851
2022-06-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.96,-8667461997223036437,6,742
2022-06-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.01,-8667461997223036437,3,686
2022-06-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.05,-8667461997223036437,10,730
2022-06-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.11,-8667461997223036437,7,804
2022-06-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.06,-8667461997223036437,6,899
2022-06-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.01,-8667461997223036437,4,662
2022-06-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.27,-8667461997223036437,10,782
2022-06-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.65,-8667461997223036437,5,982
2022-06-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.75,-8667461997223036437,4,973
2022-06-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.05,-8667461997223036437,3,1019
2022-06-20 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.05,-8667461997223036437,4,912
2022-06-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.29,-8667461997223036437,7,942
2022-06-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.81,-8667461997223036437,10,924
2022-06-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.99,-8667461997223036437,10,754
2022-06-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.74,-8667461997223036437,13,680
2022-06-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.46,-8667461997223036437,9,856
2022-06-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.0,-8667461997223036437,6,795
2022-06-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.83,-8667461997223036437,9,907
2022-06-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.15,-8667461997223036437,6,1010
2022-06-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.87,-8667461997223036437,12,942
2022-06-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,4.89,-8667461997223036437,7,996
2022-06-03 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.38,-7606111579062710876,25,5373
2022-06-02 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.76,-7606111579062710876,32,5301
2022-06-01 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.43,-7606111579062710876,33,5082
2022-06-05 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.83,-7606111579062710876,35,5604
2022-06-04 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.59,-7606111579062710876,48,6448
2022-06-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-7606111579062710876,0,0
2022-06-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,15.76,-7606111579062710876,40,4500
2022-06-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-7606111579062710876,0,0
2022-06-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-7606111579062710876,0,0
2022-06-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-7606111579062710876,0,0
2022-06-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-7606111579062710876,0,0
2022-06-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,3.24,7982708757123451352,5,791
2022-06-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.16,7982708757123451352,22,4429
2022-06-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.66,7982708757123451352,20,3871
2022-06-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.81,7982708757123451352,10,4325
2022-06-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.75,7982708757123451352,13,4072
2022-06-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.02,7982708757123451352,24,4880
2022-06-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,9.71,7982708757123451352,6,1729
2022-06-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.03,7982708757123451352,22,5045
2022-06-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.26,7982708757123451352,35,4922
2022-06-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,11.56,7982708757123451352,7,1894
2022-06-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,7982708757123451352,0,0
2022-06-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,7982708757123451352,0,0
2022-06-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,7982708757123451352,0,0
2022-06-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,11.44,7982708757123451352,8,2676
2022-06-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,17.12,7982708757123451352,13,3954
2022-06-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,17.34,7982708757123451352,14,4214
2022-06-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,16.18,7982708757123451352,11,4236
2022-06-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,17.24,7982708757123451352,14,3968
2022-06-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,17.55,7982708757123451352,8,4216
2022-06-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,11.3,7982708757123451352,8,3393
2022-06-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,15.66,7982708757123451352,13,4389
2022-06-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,9.52,7982708757123451352,8,3176
2022-06-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,9.62,7982708757123451352,9,3353
2022-06-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.04,9212838126804604267,56,3810
2022-06-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.82,9212838126804604267,52,3325
2022-06-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,5.13,9212838126804604267,9,1010
2022-06-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.56,9212838126804604267,29,2187
2022-06-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.41,9212838126804604267,21,2133
2022-06-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.54,9212838126804604267,33,2443
2022-06-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.27,9212838126804604267,23,2448
2022-06-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.53,9212838126804604267,26,2019
2022-06-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.82,9212838126804604267,26,2382
2022-06-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.79,9212838126804604267,27,2548
2022-06-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.09,9212838126804604267,30,2643
2022-06-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.98,9212838126804604267,41,2693
2022-06-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.18,9212838126804604267,37,2347
2022-06-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,17.89,9212838126804604267,27,2273
2022-06-20 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,26.54,9212838126804604267,26,2505
2022-06-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,26.2,9212838126804604267,26,2021
2022-06-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,26.27,9212838126804604267,30,1769
2022-06-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,26.04,9212838126804604267,23,2133
2022-06-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,27.07,9212838126804604267,25,1731
2022-06-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.96,9212838126804604267,31,1839
2022-06-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.68,9212838126804604267,36,1777
2022-06-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,25.84,9212838126804604267,30,2046
2022-06-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,24.77,9212838126804604267,20,1938
2022-06-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,23.75,9212838126804604267,24,1788
2022-06-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,23.99,9212838126804604267,15,1918
2022-06-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,47.76,-2455609768161258011,93,11979
2022-06-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,47.66,-2455609768161258011,68,10549
2022-06-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,47.38,-2455609768161258011,53,8397
2022-06-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,48.71,-2455609768161258011,71,8836
2022-06-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,47.17,-2455609768161258011,61,8709
2022-06-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,46.32,-2455609768161258011,61,9616
2022-06-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,40.8,-2455609768161258011,38,6998
2022-06-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,39.73,-2455609768161258011,58,6370
2022-06-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,38.82,-2455609768161258011,45,6796
2021-05-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.07,8618198552887552113,207,4799
2021-05-04 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.15,8618198552887552113,180,4411
2021-05-01 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.67,8618198552887552113,200,4840
2021-05-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.99,8618198552887552113,144,4097
2021-05-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.18,8618198552887552113,193,5337
2021-05-20 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.21,8618198552887552113,143,4662
2021-05-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.02,8618198552887552113,202,6001
2021-05-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.17,8618198552887552113,168,4625
2021-05-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.1,8618198552887552113,210,4898
2021-05-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.52,8618198552887552113,171,4117
2021-05-31 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.09,8618198552887552113,170,5367
2021-05-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.22,8618198552887552113,145,4289
2021-05-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.96,8618198552887552113,164,4667
2021-05-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.1,8618198552887552113,170,4168
2021-05-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.13,8618198552887552113,146,4396
2021-05-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.61,8618198552887552113,155,3422
2021-05-02 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.05,8618198552887552113,219,5160
2021-05-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.07,8618198552887552113,213,5406
2021-05-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.02,8618198552887552113,146,4669
2021-05-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.05,8618198552887552113,209,4618
2021-05-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.0,8618198552887552113,145,3980
2021-05-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.11,8618198552887552113,178,4903
2021-05-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.53,8618198552887552113,153,4979
2021-05-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.91,8618198552887552113,167,4055
2021-05-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.9,8618198552887552113,140,3513
2021-05-03 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.19,8618198552887552113,191,4665
2021-05-05 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.1,8618198552887552113,173,4226
2021-05-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.97,8618198552887552113,195,4728
2021-05-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.15,8618198552887552113,172,4454
2021-05-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.93,8618198552887552113,190,4012
2021-05-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.69,8618198552887552113,147,4123
2021-05-04 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,16.67,-3434799552407778830,74,1886
2021-05-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,28.78,-3434799552407778830,125,3872
2021-05-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.2,-3434799552407778830,130,4032
2021-05-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-3434799552407778830,0,0
2021-05-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.77,-3434799552407778830,114,4347
2021-05-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.44,-3434799552407778830,97,3931
2021-05-05 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.82,-3434799552407778830,131,3701
2021-05-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.49,-3434799552407778830,113,4330
2021-05-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.25,-3434799552407778830,115,4217
2021-05-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,10.63,-3434799552407778830,40,1310
2021-05-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.18,-3434799552407778830,107,4155
2021-05-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.43,-3434799552407778830,116,4542
2021-05-10 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.72,-4159159769112901420,34,2758
2021-05-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-4159159769112901420,0,0
2021-05-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,16.06,-4159159769112901420,23,1378
2021-05-11 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.41,-4159159769112901420,48,2505
2021-05-09 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,28.97,-4159159769112901420,49,2933
2021-05-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-4159159769112901420,0,0
2021-05-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-4159159769112901420,0,0
2021-05-06 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,21.13,-4159159769112901420,43,1909
2021-05-13 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.22,-4159159769112901420,25,2292
2021-05-08 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,28.6,-4159159769112901420,48,2515
2021-05-12 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.0,-4159159769112901420,44,2408
2021-05-07 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.03,-4159159769112901420,50,2477
2021-05-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.53,4215319591953818440,71,3206
2021-05-29 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.94,4215319591953818440,56,2156
2021-05-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.91,4215319591953818440,116,3444
2021-05-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.39,4215319591953818440,70,2024
2021-05-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,23.73,4215319591953818440,53,2443
2021-05-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,27.81,4215319591953818440,139,3351
2021-05-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.51,4215319591953818440,80,3229
2021-05-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.06,4215319591953818440,76,3484
2021-05-20 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.95,4215319591953818440,82,3305
2021-05-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.4,4215319591953818440,72,3160
2021-05-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.31,4215319591953818440,57,2367
2021-05-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,30.47,4215319591953818440,93,3706
2021-05-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.8,4215319591953818440,72,3453
2021-05-31 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.08,4215319591953818440,53,2377
2021-05-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,15.45,4215319591953818440,44,1727
2021-05-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.77,4215319591953818440,57,2301
2021-05-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,28.92,4215319591953818440,100,3993
2021-05-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,29.82,4215319591953818440,94,4130
2021-05-24 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.38,-632073600479867620,16,2158
2021-05-14 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,7.59,-632073600479867620,4,528
2021-05-25 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.16,-632073600479867620,21,2251
2021-05-15 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,18.9,-632073600479867620,23,1489
2021-05-23 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.32,-632073600479867620,11,2160
2021-05-19 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.62,-632073600479867620,8,1716
2021-05-22 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,21.54,-632073600479867620,19,1895
2021-05-16 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,18.62,-632073600479867620,16,1689
2021-05-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,9.55,-632073600479867620,5,821
2021-05-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,0.0,-632073600479867620,0,0
2021-05-21 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.3,-632073600479867620,15,1724
2021-05-17 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,18.63,-632073600479867620,11,1720
2021-05-26 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,18.68,-632073600479867620,16,1753
2021-05-18 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.68,-632073600479867620,13,1635
2021-05-20 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,20.59,-632073600479867620,11,1653
2021-05-30 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,19.78,-4056992684375389404,37,2554
2021-05-28 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,18.47,-4056992684375389404,30,2375
2021-05-27 00:00:00.000000 UTC,-8632808303847942277.facebook_ads,7.34,-4056992684375389404,11,690
