calDate,connectionStream,totDailyGrossRevenue
2019-04-14,1.amazon_seller,0.0
2019-04-15,1.woocommerce,0.0
2019-04-15,1.amazon_seller,10.49
2019-04-16,1.woocommerce,0.0
2019-04-16,1.amazon_seller,0.0
2019-04-17,1.woocommerce,0.0
2019-04-17,1.amazon_seller,0.0
2019-04-18,1.woocommerce,0.0
2019-04-18,1.amazon_seller,0.0
2019-04-19,1.woocommerce,17.49
2019-04-19,1.amazon_seller,0.0
2019-04-20,1.woocommerce,0.0
2019-04-20,1.amazon_seller,0.0
2019-04-21,1.woocommerce,0.0
2019-04-21,1.amazon_seller,0.0
2019-04-22,1.woocommerce,0.0
2019-04-22,1.amazon_seller,0.0
2019-04-23,1.amazon_seller,0.0
2019-04-23,1.woocommerce,0.0
2019-04-24,1.amazon_seller,0.0
2019-04-24,1.woocommerce,0.0
2019-04-25,1.amazon_seller,0.0
2019-04-25,1.woocommerce,0.0
2019-04-26,1.amazon_seller,0.0
2019-04-26,1.woocommerce,0.0
2019-04-27,1.amazon_seller,0.0
2019-04-27,1.woocommerce,0.0
2019-04-28,1.amazon_seller,0.0
2019-04-28,1.woocommerce,0.0
2019-04-29,1.amazon_seller,0.0
2019-04-29,1.woocommerce,20.99
2019-04-30,1.amazon_seller,0.0
2019-04-30,1.woocommerce,0.0
2019-05-01,1.amazon_seller,0.0
2019-05-01,1.woocommerce,0.0
2019-05-02,1.amazon_seller,0.0
2019-05-02,1.woocommerce,0.0
2019-05-03,1.amazon_seller,0.0
2019-05-03,1.woocommerce,18.69
2019-05-04,1.amazon_seller,0.0
2019-05-04,1.woocommerce,67.98
2019-05-05,1.woocommerce,0.0
2019-05-05,1.amazon_seller,0.0
2019-05-06,1.woocommerce,19.59
2019-05-06,1.amazon_seller,0.0
2019-05-07,1.woocommerce,37.38
2019-05-07,1.amazon_seller,36.29
2019-05-08,1.amazon_seller,0.0
2019-05-08,1.woocommerce,36.04
2019-05-09,1.amazon_seller,0.0
2019-05-09,1.woocommerce,43.98
2019-05-10,1.amazon_seller,0.0
2019-05-10,1.woocommerce,29.99
2019-05-11,1.amazon_seller,0.0
2019-05-11,1.woocommerce,67.179999999999993
2019-05-12,1.amazon_seller,0.0
2019-05-12,1.woocommerce,0.0
2019-05-13,1.amazon_seller,0.0
2019-05-13,1.woocommerce,0.0
2019-05-14,1.amazon_seller,0.0
2019-05-14,1.woocommerce,0.0
2019-05-15,1.amazon_seller,0.0
2019-05-15,1.woocommerce,0.0
2019-05-16,1.amazon_seller,0.0
2019-05-16,1.woocommerce,0.0
2019-05-17,1.amazon_seller,0.0
2019-05-17,1.woocommerce,0.0
2019-05-18,1.amazon_seller,0.0
2019-05-18,1.woocommerce,0.0
2019-05-19,1.amazon_seller,0.0
2019-05-19,1.woocommerce,0.0
2019-05-20,1.amazon_seller,0.0
2019-05-20,1.woocommerce,33.99
2019-05-21,1.woocommerce,63.980000000000004
2019-05-21,1.amazon_seller,0.0
2019-05-22,1.woocommerce,0.0
2019-05-22,1.amazon_seller,0.0
2019-05-23,1.woocommerce,0.0
2019-05-23,1.amazon_seller,44.98
2019-05-24,1.woocommerce,16.44
2019-05-24,1.amazon_seller,0.0
2019-05-25,1.woocommerce,0.0
2019-05-25,1.amazon_seller,13.49
2019-05-26,1.woocommerce,0.0
2019-05-26,1.amazon_seller,0.0
2019-05-27,1.woocommerce,0.0
2019-05-27,1.amazon_seller,0.0
2019-05-28,1.woocommerce,0.0
2019-05-28,1.amazon_seller,0.0
2019-05-29,1.woocommerce,0.0
2019-05-29,1.amazon_seller,0.0
2019-05-30,1.woocommerce,33.99
2019-05-30,1.amazon_seller,0.0
2019-05-31,1.woocommerce,0.0
2019-05-31,1.amazon_seller,0.0
2019-06-01,1.amazon_seller,14.3
2019-06-01,1.woocommerce,0.0
2019-06-02,1.amazon_seller,0.0
2019-06-02,1.woocommerce,59.98
2019-06-03,1.amazon_seller,0.0
2019-06-03,1.woocommerce,0.0
2019-06-04,1.amazon_seller,0.0
2019-06-04,1.woocommerce,18.69
2019-06-05,1.amazon_seller,0.0
2019-06-05,1.woocommerce,0.0
2019-06-06,1.amazon_seller,0.0
2019-06-06,1.woocommerce,0.0
2019-06-07,1.amazon_seller,21.99
2019-06-07,1.woocommerce,61.6
2019-06-08,1.amazon_seller,0.0
2019-06-08,1.woocommerce,0.0
2019-06-09,1.amazon_seller,29.98
2019-06-09,1.woocommerce,0.0
2019-06-10,1.amazon_seller,0.0
2019-06-10,1.woocommerce,62.480000000000004
2019-06-11,1.amazon_seller,0.0
2019-06-11,1.woocommerce,67.98
2019-06-12,1.amazon_seller,0.0
2019-06-12,1.woocommerce,54.48
2019-06-13,1.amazon_seller,0.0
2019-06-13,1.woocommerce,0.0
2019-06-14,1.amazon_seller,0.0
2019-06-14,1.woocommerce,0.0
2019-06-15,1.amazon_seller,0.0
2019-06-15,1.woocommerce,0.0
2019-06-16,1.amazon_seller,0.0
2019-06-16,1.woocommerce,0.0
2019-06-17,1.amazon_seller,24.99
2019-06-17,1.woocommerce,0.0
2019-06-18,1.amazon_seller,0.0
2019-06-18,1.woocommerce,0.0
2019-06-19,1.amazon_seller,0.0
2019-06-19,1.woocommerce,0.0
2019-06-20,1.amazon_seller,0.0
2019-06-20,1.woocommerce,0.0
2019-06-21,1.amazon_seller,0.0
2019-06-21,1.woocommerce,0.0
2019-06-22,1.amazon_seller,0.0
2019-06-22,1.woocommerce,0.0
2019-06-23,1.amazon_seller,0.0
2019-06-23,1.woocommerce,0.0
2019-06-24,1.amazon_seller,21.99
2019-06-24,1.woocommerce,79.28
2019-06-25,1.amazon_seller,0.0
2019-06-25,1.woocommerce,328.88
2019-06-26,1.amazon_seller,0.0
2019-06-26,1.woocommerce,0.0
2019-06-27,1.amazon_seller,0.0
2019-06-27,1.woocommerce,0.0
2019-06-28,1.amazon_seller,0.0
2019-06-28,1.woocommerce,22.8
2019-06-29,1.amazon_seller,0.0
2019-06-29,1.woocommerce,0.0
2019-06-30,1.amazon_seller,0.0
2019-06-30,1.woocommerce,0.0
2019-07-01,1.woocommerce,0.0
2019-07-01,1.amazon_seller,0.0
2019-07-02,1.woocommerce,0.0
2019-07-02,1.amazon_seller,0.0
2019-07-03,1.woocommerce,22.8
2019-07-03,1.amazon_seller,0.0
2019-07-04,1.woocommerce,0.0
2019-07-04,1.amazon_seller,0.0
2019-07-05,1.woocommerce,0.0
2019-07-05,1.amazon_seller,0.0
2019-07-06,1.woocommerce,0.0
2019-07-06,1.amazon_seller,0.0
2019-07-07,1.woocommerce,0.0
2019-07-07,1.amazon_seller,0.0
2019-07-08,1.woocommerce,0.0
2019-07-08,1.amazon_seller,0.0
2019-07-09,1.woocommerce,0.0
2019-07-09,1.amazon_seller,14.79
2019-07-10,1.woocommerce,0.0
2019-07-10,1.amazon_seller,0.0
2019-07-11,1.woocommerce,0.0
2019-07-11,1.amazon_seller,27.99
2019-07-12,1.woocommerce,0.0
2019-07-12,1.amazon_seller,0.0
2019-07-13,1.woocommerce,0.0
2019-07-13,1.amazon_seller,0.0
2019-07-14,1.woocommerce,0.0
2019-07-14,1.amazon_seller,0.0
2019-07-15,1.woocommerce,0.0
2019-07-15,1.amazon_seller,0.0
2019-07-16,1.woocommerce,0.0
2019-07-16,1.amazon_seller,0.0
2019-07-17,1.woocommerce,36.59
2019-07-17,1.amazon_seller,10.49
2019-07-18,1.woocommerce,0.0
2019-07-18,1.amazon_seller,0.0
2019-07-19,1.woocommerce,0.0
2019-07-19,1.amazon_seller,0.0
2019-07-20,1.woocommerce,34.15
2019-07-20,1.amazon_seller,0.0
2019-07-21,1.woocommerce,0.0
2019-07-21,1.amazon_seller,0.0
2019-07-22,1.woocommerce,0.0
2019-07-22,1.amazon_seller,0.0
2019-07-23,1.woocommerce,0.0
2019-07-23,1.amazon_seller,0.0
2019-07-24,1.woocommerce,0.0
2019-07-24,1.amazon_seller,15.985551305206243
2019-07-25,1.woocommerce,0.0
2019-07-25,1.amazon_seller,0.0
2019-07-26,1.woocommerce,0.0
2019-07-26,1.amazon_seller,0.0
2019-07-27,1.woocommerce,0.0
2019-07-27,1.amazon_seller,0.0
2019-07-28,1.woocommerce,0.0
2019-07-28,1.amazon_seller,0.0
2019-07-29,1.woocommerce,31.48
2019-07-29,1.amazon_seller,0.0
2019-07-30,1.woocommerce,0.0
2019-07-30,1.amazon_seller,0.0
2019-07-31,1.woocommerce,0.0
2019-07-31,1.amazon_seller,0.0
2019-08-01,1.amazon_seller,0.0
2019-08-01,1.woocommerce,0.0
2019-08-02,1.amazon_seller,0.0
2019-08-02,1.woocommerce,0.0
2019-08-03,1.amazon_seller,0.0
2019-08-03,1.woocommerce,0.0
2019-08-04,1.amazon_seller,20.49
2019-08-04,1.woocommerce,22.8
2019-08-05,1.amazon_seller,10.49
2019-08-05,1.woocommerce,43.12
2019-08-06,1.amazon_seller,0.0
2019-08-06,1.woocommerce,0.0
2019-08-07,1.amazon_seller,16.49
2019-08-07,1.woocommerce,0.0
2019-08-08,1.amazon_seller,0.0
2019-08-08,1.woocommerce,0.0
2019-08-09,1.amazon_seller,0.0
2019-08-09,1.woocommerce,0.0
2019-08-10,1.amazon_seller,0.0
2019-08-10,1.woocommerce,0.0
2019-08-11,1.amazon_seller,0.0
2019-08-11,1.woocommerce,0.0
2019-08-12,1.amazon_seller,0.0
2019-08-12,1.woocommerce,0.0
2019-08-13,1.woocommerce,0.0
2019-08-13,1.amazon_seller,0.0
2019-08-14,1.woocommerce,0.0
2019-08-14,1.amazon_seller,0.0
2019-08-15,1.woocommerce,0.0
2019-08-15,1.amazon_seller,0.0
2019-08-16,1.woocommerce,0.0
2019-08-16,1.amazon_seller,12.49
2019-08-17,1.woocommerce,0.0
2019-08-17,1.amazon_seller,0.0
2019-08-18,1.woocommerce,0.0
2019-08-18,1.amazon_seller,10.49
2019-08-19,1.woocommerce,0.0
2019-08-19,1.amazon_seller,0.0
2019-08-20,1.woocommerce,0.0
2019-08-20,1.amazon_seller,0.0
2019-08-21,1.woocommerce,0.0
2019-08-21,1.amazon_seller,0.0
2019-08-22,1.woocommerce,0.0
2019-08-22,1.amazon_seller,44.48
2019-08-23,1.woocommerce,0.0
2019-08-23,1.amazon_seller,0.0
2019-08-24,1.woocommerce,0.0
2019-08-24,1.amazon_seller,0.0
2019-08-25,1.woocommerce,0.0
2019-08-25,1.amazon_seller,0.0
2019-08-26,1.woocommerce,0.0
2019-08-26,1.amazon_seller,0.0
2019-08-27,1.woocommerce,29.99
2019-08-27,1.amazon_seller,13.99
2019-08-28,1.woocommerce,0.0
2019-08-28,1.amazon_seller,25.98
2019-08-29,1.woocommerce,23.79
2019-08-29,1.amazon_seller,0.0
2019-08-30,1.amazon_seller,10.99
2019-08-30,1.woocommerce,0.0
2019-08-31,1.amazon_seller,0.0
2019-08-31,1.woocommerce,0.0
2019-09-01,1.amazon_seller,0.0
2019-09-01,1.woocommerce,0.0
2019-09-02,1.amazon_seller,0.0
2019-09-02,1.woocommerce,0.0
2019-09-03,1.amazon_seller,0.0
2019-09-03,1.woocommerce,21.99
2019-09-04,1.amazon_seller,33.98
2019-09-04,1.woocommerce,0.0
2019-09-05,1.amazon_seller,0.0
2019-09-05,1.woocommerce,0.0
2019-09-06,1.amazon_seller,0.0
2019-09-06,1.woocommerce,147.97
2019-09-07,1.amazon_seller,0.0
2019-09-07,1.woocommerce,0.0
2019-09-08,1.amazon_seller,0.0
2019-09-08,1.woocommerce,0.0
2019-09-09,1.woocommerce,0.0
2019-09-09,1.amazon_seller,0.0
2019-09-10,1.woocommerce,0.0
2019-09-10,1.amazon_seller,0.0
2019-09-11,1.woocommerce,0.0
2019-09-11,1.amazon_seller,0.0
2019-09-12,1.woocommerce,0.0
2019-09-12,1.amazon_seller,0.0
2019-09-13,1.woocommerce,0.0
2019-09-13,1.amazon_seller,0.0
2019-09-14,1.woocommerce,0.0
2019-09-14,1.amazon_seller,0.0
2019-09-15,1.woocommerce,0.0
2019-09-15,1.amazon_seller,0.0
2019-09-16,1.woocommerce,0.0
2019-09-16,1.amazon_seller,49.98
2019-09-17,1.woocommerce,0.0
2019-09-17,1.amazon_seller,29.810000000000002
2019-09-18,1.amazon_seller,0.0
2019-09-18,1.woocommerce,0.0
2019-09-19,1.amazon_seller,0.0
2019-09-19,1.woocommerce,27.99
2019-09-20,1.amazon_seller,13.99
2019-09-20,1.woocommerce,38.49
2019-09-21,1.amazon_seller,0.0
2019-09-21,1.woocommerce,0.0
2019-09-22,1.amazon_seller,18.69
2019-09-22,1.woocommerce,18.69
2019-09-23,1.amazon_seller,0.0
2019-09-23,1.woocommerce,142.96
2019-09-24,1.amazon_seller,0.0
2019-09-24,1.woocommerce,0.0
2019-09-25,1.amazon_seller,0.0
2019-09-25,1.woocommerce,0.0
2019-09-26,1.woocommerce,27.99
2019-09-26,1.amazon_seller,0.0
